Lower layer Super Output Areas Code,Lower layer Super Output Areas,Economic activity status (20 categories) Code,Economic activity status (20 categories),Observation
E01000244,Barnet 032D,9,Economically active and a full-time student: In employment: Employee: Full-time,13
E01000244,Barnet 032D,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,3
E01000244,Barnet 032D,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01000244,Barnet 032D,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,8
E01000244,Barnet 032D,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,4
E01000244,Barnet 032D,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,41
E01000244,Barnet 032D,15,Economically inactive: Retired,174
E01000244,Barnet 032D,16,Economically inactive: Student,158
E01000244,Barnet 032D,17,Economically inactive: Looking after home or family,53
E01000244,Barnet 032D,18,Economically inactive: Long-term sick or disabled,29
E01000244,Barnet 032D,19,Economically inactive: Other,51
E01000245,Barnet 032E,-8,Does not apply,371
E01000245,Barnet 032E,1,Economically active (excluding full-time students): In employment: Employee: Part-time,231
E01000245,Barnet 032E,2,Economically active (excluding full-time students): In employment: Employee: Full-time,425
E01000245,Barnet 032E,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,6
E01000245,Barnet 032E,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,52
E01000245,Barnet 032E,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,78
E01000245,Barnet 032E,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,118
E01000245,Barnet 032E,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,111
E01000245,Barnet 032E,8,Economically active and a full-time student: In employment: Employee: Part-time,32
E01000245,Barnet 032E,9,Economically active and a full-time student: In employment: Employee: Full-time,17
E01000245,Barnet 032E,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E01000245,Barnet 032E,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
E01000245,Barnet 032E,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,4
E01000245,Barnet 032E,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,2
E01000245,Barnet 032E,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,14
E01000245,Barnet 032E,15,Economically inactive: Retired,138
E01000245,Barnet 032E,16,Economically inactive: Student,149
E01000245,Barnet 032E,17,Economically inactive: Looking after home or family,125
E01000245,Barnet 032E,18,Economically inactive: Long-term sick or disabled,96
E01000245,Barnet 032E,19,Economically inactive: Other,87
E01000246,Barnet 002B,-8,Does not apply,267
E01000246,Barnet 002B,1,Economically active (excluding full-time students): In employment: Employee: Part-time,123
E01000246,Barnet 002B,2,Economically active (excluding full-time students): In employment: Employee: Full-time,441
E01000246,Barnet 002B,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,10
E01000246,Barnet 002B,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,23
E01000246,Barnet 002B,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,67
E01000246,Barnet 002B,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,59
E01000246,Barnet 002B,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,41
E01000246,Barnet 002B,8,Economically active and a full-time student: In employment: Employee: Part-time,7
E01000246,Barnet 002B,9,Economically active and a full-time student: In employment: Employee: Full-time,0
E01000246,Barnet 002B,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01000246,Barnet 002B,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01000246,Barnet 002B,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01000246,Barnet 002B,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01000246,Barnet 002B,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,6
E01000246,Barnet 002B,15,Economically inactive: Retired,299
E01000246,Barnet 002B,16,Economically inactive: Student,56
E01000246,Barnet 002B,17,Economically inactive: Looking after home or family,62
E01000246,Barnet 002B,18,Economically inactive: Long-term sick or disabled,18
E01000246,Barnet 002B,19,Economically inactive: Other,40
E01000247,Barnet 002C,-8,Does not apply,326
E01000247,Barnet 002C,1,Economically active (excluding full-time students): In employment: Employee: Part-time,164
E01000247,Barnet 002C,2,Economically active (excluding full-time students): In employment: Employee: Full-time,541
E01000247,Barnet 002C,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,4
E01000247,Barnet 002C,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,21
E01000247,Barnet 002C,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,70
E01000247,Barnet 002C,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,93
E01000247,Barnet 002C,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,51
E01000247,Barnet 002C,8,Economically active and a full-time student: In employment: Employee: Part-time,11
E01000247,Barnet 002C,9,Economically active and a full-time student: In employment: Employee: Full-time,3
E01000247,Barnet 002C,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01000247,Barnet 002C,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01000247,Barnet 002C,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
E01000247,Barnet 002C,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
E01000247,Barnet 002C,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
E01000247,Barnet 002C,15,Economically inactive: Retired,198
E01000247,Barnet 002C,16,Economically inactive: Student,75
E01000247,Barnet 002C,17,Economically inactive: Looking after home or family,56
E01000247,Barnet 002C,18,Economically inactive: Long-term sick or disabled,32
E01000247,Barnet 002C,19,Economically inactive: Other,49
E01000248,Barnet 001A,-8,Does not apply,311
E01000248,Barnet 001A,1,Economically active (excluding full-time students): In employment: Employee: Part-time,125
